timestamp,sample_id,image_path,label_path,image_deleted,label_deleted,errors
2026-01-08T02:15:58.274068,695f1317452d1e60d02e94f4,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/images/front_251208_002304.jpg,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/labels/front_251208_002304.txt,True,True,
2026-01-08T02:15:58.277798,695f1318452d1e60d02e9bb8,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/images/front_251208_002329.jpg,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/labels/front_251208_002329.txt,True,True,
2026-01-08T02:15:58.278828,695f1316452d1e60d02e9399,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/images/front_251208_002353.jpg,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/labels/front_251208_002353.txt,True,True,
2026-01-08T02:15:58.279673,695f1316452d1e60d02e9290,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/images/front_251208_002417.jpg,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/labels/front_251208_002417.txt,True,True,
2026-01-08T02:15:58.282423,695f1318452d1e60d02e9ab4,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/images/front_251208_002438.jpg,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/labels/front_251208_002438.txt,True,True,
2026-01-08T02:15:58.283328,695f1317452d1e60d02e9895,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/images/front_251208_002503.jpg,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/labels/front_251208_002503.txt,True,True,
2026-01-08T02:15:58.284154,695f1316452d1e60d02e9332,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/images/front_251208_002527.jpg,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/labels/front_251208_002527.txt,True,True,
2026-01-08T02:15:58.284985,695f1317452d1e60d02e9731,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/images/front_251208_002549.jpg,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/labels/front_251208_002549.txt,True,True,
2026-01-08T02:15:58.285793,695f1317452d1e60d02e98f6,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/images/front_251208_002613.jpg,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/labels/front_251208_002613.txt,True,True,
2026-01-08T02:15:58.286593,695f1317452d1e60d02e97ad,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/images/front_251208_002650.jpg,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/labels/front_251208_002650.txt,True,True,
2026-01-08T02:15:58.287651,695f1316452d1e60d02e91fb,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/images/front_251208_002714.jpg,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/labels/front_251208_002714.txt,True,True,
2026-01-08T02:15:58.288524,695f1317452d1e60d02e94db,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/images/front_251208_002738.jpg,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/labels/front_251208_002738.txt,True,True,
2026-01-08T02:15:58.289338,695f1317452d1e60d02e9464,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/images/front_251208_002800.jpg,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/labels/front_251208_002800.txt,True,True,
2026-01-08T02:15:58.290176,695f1316452d1e60d02e93b7,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/images/front_251208_002824.jpg,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/labels/front_251208_002824.txt,True,True,
2026-01-08T02:15:58.290964,695f1318452d1e60d02e9b9d,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/images/front_251208_002848.jpg,/home/studio/remote_label_data/dataset_test/dice/asb11_1208/labels/front_251208_002848.txt,True,True,
